Time[sec], V(tas)[m/s], x[m], y[m], h[m], Lat[deg], Lon[deg]
1076,177.0079188,13609.71622,13721.6083,4379.579753,33.55162426,-111.6668027
1077,176.8279605,13485.14446,13596.00022,4374.062873,33.5504962,-111.6681426
1078,176.6305663,13360.66414,13470.48358,4369.033673,33.54936894,-111.6694815
1079,176.4170403,13236.30574,13345.11934,4364.492153,33.54824302,-111.6708191
1080,176.1886121,13112.13022,13219.9075,4360.346873,33.54711845,-111.6721547
1081,175.9463919,12988.07662,13094.84806,4356.597833,33.54599522,-111.673489
1082,175.6913531,12864.2059,12969.94102,4353.153593,33.54487334,-111.6748212
1083,175.4243324,12740.48758,12845.21686,4350.014153,33.54375308,-111.6761518
1084,175.1460395,12616.98262,12720.70606,4347.149033,33.54263472,-111.6774801
1085,174.8586109,12493.66054,12596.34766,4344.497273,33.54151771,-111.6788063
1086,174.5655567,12370.52134,12472.2331,4341.967433,33.54040287,-111.6801306
1087,174.2688494,12247.5955,12348.30142,4339.529033,33.53928965,-111.6814526
1088,173.9696076,12124.88302,12224.5831,4337.151593,33.53817834,-111.6827722
1089,173.6684737,12002.3839,12101.07814,4334.804633,33.53706892,-111.6840895
1090,173.3658243,11880.09814,11977.78654,4332.457673,33.53596141,-111.6854045
1091,173.0618868,11758.02574,11854.7083,4330.141193,33.5348558,-111.6867171
1092,172.7568038,11636.1667,11731.84342,4327.824713,33.53375209,-111.6880274
1093,172.4506696,11514.52102,11609.1919,4325.538713,33.53265028,-111.6893354
1094,172.1435509,11393.0887,11486.75374,4323.222233,33.53155037,-111.6906411
1095,171.8354978,11271.86974,11364.55942,4320.936233,33.53045264,-111.6919444
1096,171.5265508,11150.89462,11242.54798,4318.619753,33.52935654,-111.6932451
1097,171.2167442,11030.10238,11120.78038,4316.333753,33.52826261,-111.6945438
1098,170.9061085,10909.55398,10999.22614,4314.017273,33.52717059,-111.6958399
1099,170.5946711,10789.21894,10877.91574,4311.700793,33.52608074,-111.6971336
1100,170.2824577,10669.09726,10756.78822,4309.414793,33.52499252,-111.698425
1101,169.9694927,10549.18894,10635.90454,4307.098313,33.52390647,-111.699714
1102,169.655799,10429.49398,10515.23422,4304.781833,33.52282233,-111.7010007
1103,169.3413986,10310.04286,10394.77726,4302.495833,33.52174009,-111.7022848
1104,169.0263125,10190.8051,10274.56414,4300.179353,33.52066003,-111.7035666
1105,168.710561,10071.7807,10154.56438,4297.862873,33.51958187,-111.704846
1106,168.3941636,9952.969665,10034.80846,4295.546393,33.51850589,-111.7061231
1107,168.0771389,9834.402465,9915.265905,4293.229913,33.51743181,-111.7073976
1108,167.7595051,9716.048625,9795.936705,4290.913433,33.51635963,-111.7086697
1109,167.4412793,9597.938625,9676.820865,4288.596953,33.51528935,-111.7099392
1110,167.1224785,9480.041986,9557.948865,4286.280473,33.51422126,-111.7112064
1111,166.8031185,9362.358706,9439.320706,4283.963993,33.51315534,-111.7124712
1112,166.4832149,9244.888786,9320.905906,4281.647513,33.51209132,-111.7137337
1113,166.1627825,9127.662706,9202.704466,4279.331033,33.5110292,-111.7149936
1114,165.8418355,9010.680466,9084.746866,4277.014553,33.50996927,-111.7162508
1115,165.5203877,8893.881106,8967.002626,4274.698074,33.50891124,-111.717506
1116,165.198452,8777.356067,8849.502227,4272.381594,33.50785538,-111.7187583
1117,164.8760411,8661.013907,8732.215187,4270.065114,33.50680143,-111.7200085
1118,164.5531669,8544.915587,8615.171987,4267.748634,33.50574965,-111.7212561
1119,164.229841,8429.061107,8498.342147,4265.462634,33.50469978,-111.7225011
1120,163.9060742,8313.419987,8381.756147,4263.146154,33.50365209,-111.7237437
1121,163.581877,8198.022708,8265.413987,4260.829674,33.50260657,-111.7249837
1122,163.2572593,8082.838788,8149.285188,4258.513194,33.50156296,-111.7262213
1123,162.9322305,7967.868228,8033.369748,4256.227194,33.50052125,-111.7274566
1124,162.6067995,7853.141508,7917.698148,4253.910714,33.49948173,-111.7286893
1125,162.2809748,7738.658628,7802.270388,4251.594234,33.49844438,-111.7299194
1126,161.9547644,7624.389108,7687.055988,4249.308234,33.49740893,-111.7311471
1127,161.6281758,7510.332949,7572.085428,4246.991754,33.49637566,-111.7323725
1128,161.3012159,7396.520629,7457.328229,4244.705754,33.4953443,-111.7335952
1129,160.9738915,7282.952149,7342.814869,4242.419754,33.49431511,-111.7348153
1130,160.6462086,7169.597029,7228.545349,4240.103274,33.4932881,-111.7360331
1131,160.318173,7056.485749,7114.489189,4237.817274,33.492263,-111.7372482
1132,159.9897899,6943.618309,7000.676869,4235.531274,33.49124008,-111.7384607
1133,159.6610642,6830.96423,6887.10839,4233.245274,33.49021933,-111.7396709
1134,159.3320002,6718.52351,6773.75327,4230.959274,33.48920049,-111.7408787
1135,159.0026021,6606.32663,6660.64199,4228.673274,33.48818383,-111.7420839
1136,158.6728734,6494.37359,6547.77455,4226.387274,33.48716935,-111.7432865
1137,158.3428173,6382.66439,6435.12047,4224.101274,33.48615678,-111.7444864
1138,158.0124365,6271.16855,6322.71023,4221.815274,33.48514638,-111.745684
1139,157.6817336,6159.886071,6210.543831,4219.559754,33.48413816,-111.7468793
1140,157.3507104,6048.877911,6098.590791,4217.273754,33.48313185,-111.7480716
1141,157.0193686,5938.083111,5986.881591,4215.018234,33.48212771,-111.7492615
1142,156.6877094,5827.501671,5875.416231,4212.732234,33.48112576,-111.7504492
1143,156.3557336,5717.164071,5764.164231,4210.476714,33.48012571,-111.7516342
1144,156.0234418,5607.070311,5653.186551,4208.221194,33.47912812,-111.7528166
1145,155.6908339,5497.220392,5542.422232,4205.965674,33.47813243,-111.7539963
1146,155.3579097,5387.583832,5431.871272,4203.710154,33.47713865,-111.7551737
1147,155.0246685,5278.191112,5321.594632,4201.454634,33.47614732,-111.7563485
1148,154.6911094,5169.042232,5211.531352,4199.199114,33.4751579,-111.7575206
1149,154.3572308,5060.106712,5101.711912,4196.943594,33.47417065,-111.7586904
1150,154.0230311,4951.445512,4992.136312,4194.688074,33.47318559,-111.7598572
1151,153.688508,4842.967193,4882.804553,4192.463034,33.47220271,-111.7610221
1152,153.3536592,4734.763193,4773.686153,4190.207514,33.47122173,-111.7621839
1153,153.0184817,4626.772553,4664.811593,4187.982474,33.47024294,-111.7633435
1154,152.6829724,4519.025753,4556.180873,4185.757434,33.46926632,-111.7645004
1155,152.3471275,4411.522793,4447.793993,4183.501914,33.46829189,-111.7656547
1156,152.0109433,4304.263673,4339.650953,4181.276874,33.46731963,-111.7668063
1157,151.6744154,4197.217914,4231.721274,4179.051834,33.46634929,-111.7679556
1158,151.3375391,4090.415994,4124.035434,4176.826794,33.46538112,-111.7691023
1159,151.0003094,3983.857914,4016.623914,4174.601754,33.46441541,-111.7702463
1160,150.6627209,3877.543674,3909.425754,4172.407194,33.4634516,-111.7713877
1161,150.3247678,3771.442794,3802.440954,4170.182154,33.4624897,-111.7725267
1162,149.986444,3665.616234,3695.730474,4167.957114,33.46153026,-111.7736628
1163,149.647743,3560.003035,3589.263835,4165.762554,33.460573,-111.7747966
1164,149.3086579,3454.633675,3483.010555,4163.537514,33.45961765,-111.7759278
1165,148.9691814,3349.477675,3377.031595,4161.342954,33.45866475,-111.7770566
1166,148.629306,3244.595995,3271.265995,4159.148394,33.45771376,-111.7781825
1167,148.2890237,3139.927675,3165.744235,4156.923354,33.45676495,-111.779306
1168,147.9483316,3035.527579,3060.496795,4154.728794,33.45581859,-111.7804266
1169,147.6072326,2931.353036,2955.450524,4152.534234,33.45487403,-111.7815448
1170,147.2657318,2827.419284,2850.660284,4150.339674,33.45393177,-111.7826604
1171,146.9238356,2723.723276,2746.113884,4148.145114,33.45299169,-111.7837734
1172,146.5815507,2620.271108,2641.811324,4145.981034,33.45205378,-111.7848838
1173,146.2388833,2517.059732,2537.749556,4143.786474,33.45111804,-111.7859916
1174,145.8958393,2414.089148,2433.934676,4141.591914,33.4501845,-111.7870967
1175,145.5524239,2311.359356,2330.360588,4139.427834,33.44925312,-111.7881993
1176,145.2086417,2208.870357,2227.030341,4137.233274,33.44832392,-111.7892992
1177,144.8644966,2106.625197,2123.943933,4135.069194,33.4473969,-111.7903965
1178,144.5199917,2004.623877,2021.101365,4132.905114,33.44647206,-111.7914912
1179,144.1751295,1902.863349,1918.505685,4130.741034,33.44554943,-111.7925833
1180,143.8299119,1801.343613,1816.153845,4128.576954,33.44462899,-111.7936727
1181,143.4843399,1700.070765,1714.045845,4126.412874,33.44371073,-111.7947595
1182,143.1384139,1599.03871,1612.184734,4124.248794,33.44279468,-111.7958437
1183,142.7921337,1498.250494,1510.567462,4122.084714,33.44188081,-111.7969252
1184,142.4454982,1397.709166,1409.197078,4119.920634,33.44096915,-111.7980041
1185,142.0985059,1297.40863,1308.073582,4117.787034,33.4400597,-111.7990803
1186,141.7511544,1197.351934,1207.196974,4115.622954,33.43915246,-111.8001539
1187,141.4034408,1097.542126,1106.564206,4113.489354,33.43824741,-111.8012249
1188,141.0553614,997.9761585,1006.181374,4111.325274,33.43734459,-111.8022932
1189,140.7069119,898.6570786,906.0423826,4109.191674,33.43644396,-111.8033588
1190,140.3580872,799.5818388,806.1533268,4107.058074,33.43554556,-111.8044219
1191,140.0088818,700.7504389,706.5111589,4104.924474,33.43464938,-111.8054822
1192,139.6592892,602.1659271,607.1189271,4102.790874,33.43375543,-111.8065399
1193,139.3093024,503.8313512,507.9705352,4100.687754,33.43286366,-111.8075949
1194,138.9589137,405.7375674,409.0751274,4098.554154,33.43197417,-111.8086473
1195,138.6081146,307.8937195,310.4266075,4096.420554,33.43108688,-111.809697
1196,138.2568961,210.2970645,212.0258901,4094.317434,33.43020181,-111.810744
1197,137.9052483,112.9472974,113.8757182,4092.183834,33.42931899,-111.8117884
1198,137.5531606,15.84478414,15.97505566,4090.080714,33.4284384,-111.81283
1199,137.200622,-81.00974388,-81.67542708,4087.977594,33.42756005,-111.813869
