Time[sec], V(tas)[m/s], x[m], y[m], h[m], Lat[deg], Lon[deg]
358,232.3260221,137001.199,52669.74472,10667.99998,33.90065947,-110.3309455
359,232.5353379,136768.9414,52669.43992,10667.99998,33.90065583,-110.3334478
360,232.7442312,136536.379,52669.13512,10667.99998,33.90065214,-110.3359534
361,232.9527007,136303.8166,52668.83032,10667.99998,33.90064839,-110.338459
362,233.1607456,136070.6446,52668.22072,10667.99998,33.90064186,-110.3409712
363,233.3683646,135837.4726,52667.91592,10667.99998,33.900638,-110.3434834
364,233.5755568,135604.3006,52667.61112,10667.99998,33.9006341,-110.3459955
365,233.7823213,135370.519,52667.30632,10667.99998,33.90063015,-110.3485143
366,233.988657,135136.7374,52667.00152,10667.99998,33.90062614,-110.351033
367,234.1945631,134902.9558,52666.69672,10667.99998,33.90062208,-110.3535517
368,234.4000385,134668.5646,52666.39192,10667.99998,33.90061797,-110.356077
369,234.6050824,134434.1734,52666.08712,10667.99998,33.9006138,-110.3586023
370,234.8096938,134199.7822,52665.47752,10667.99998,33.90060685,-110.3611276
371,235.0138719,133964.7814,52665.17272,10667.99998,33.90060257,-110.3636595
372,235.2176159,133729.7806,52664.86792,10667.99998,33.90059825,-110.3661913
373,235.4209248,133494.475,52664.56312,10667.99998,33.90059387,-110.3687265
374,235.6237979,133259.1694,52664.25832,10667.99998,33.90058944,-110.3712616
375,235.8262343,133023.559,52663.95352,10667.99998,33.90058495,-110.3738001
376,236.0282332,132787.6438,52663.34392,10667.99998,33.90057767,-110.3763418
377,236.229794,132551.7286,52663.03912,10667.99998,33.90057308,-110.3788835
378,236.4309157,132315.5086,52662.73432,10667.99998,33.90056843,-110.3814285
379,236.6315976,132078.9838,52662.12472,10667.99998,33.90056099,-110.3839768
380,236.8318391,131842.459,52661.81992,10667.99998,33.90055623,-110.386525
381,237.0316394,131605.6294,52661.51512,10667.99998,33.90055142,-110.3890766
382,237.2309978,131368.495,52661.21032,10667.99998,33.90054655,-110.3916314
383,237.4299136,131131.3606,52660.60072,10667.99998,33.90053889,-110.3941863
384,237.6283862,130893.9214,52660.29592,10667.99998,33.90053392,-110.3967444
385,237.8264149,130656.1774,52659.68632,10667.99998,33.90052615,-110.3993058
386,238.0209905,130418.4334,52659.38152,10667.99998,33.90052106,-110.4018672
387,238.2054136,130180.3846,52659.07672,10667.99998,33.90051592,-110.4044319
388,238.3754963,129942.3358,52658.46712,10667.99998,33.90050799,-110.4069966
389,238.5289406,129703.9822,52658.16232,10667.99998,33.90050274,-110.4095646
390,238.6648367,129465.3238,52657.85752,10667.99998,33.90049743,-110.4121358
391,238.7832628,129226.6654,52657.24792,10667.99998,33.90048933,-110.4147071
392,238.8849718,128988.007,52656.94312,10667.99998,33.90048391,-110.4172784
393,238.9711488,128749.0438,52656.33352,10667.99998,33.9004757,-110.4198529
394,239.043228,128510.0806,52656.02872,10667.99998,33.90047017,-110.4224274
395,239.1027568,128270.8126,52655.41912,10667.99998,33.90046185,-110.4250053
396,239.1512984,128031.8494,52655.11432,10667.99998,33.90045622,-110.4275798
397,239.1903644,127792.5814,52654.50472,10667.99998,33.90044779,-110.4301576
398,239.2213703,127553.6182,52654.19992,10667.99998,33.90044204,-110.4327321
399,239.2456091,127314.3502,52653.89512,10667.99998,33.90043624,-110.43531
400,239.2642381,127075.0822,52653.28552,10667.99998,33.90042765,-110.4378878
401,239.2782755,126835.8142,52652.98072,10667.99998,33.90042174,-110.4404656
402,239.2886028,126596.5462,52652.37112,10667.99998,33.90041304,-110.4430434
403,239.2959731,126357.2782,52652.06632,10667.99998,33.90040703,-110.4456212
404,239.3010209,126118.0102,52651.45672,10667.99998,33.90039822,-110.448199
405,239.3042744,125878.7422,52651.15192,10667.99998,33.9003921,-110.4507769
406,239.3061674,125639.1694,52650.54232,10667.99998,33.90038318,-110.453358
407,239.3070517,125399.9014,52650.23752,10667.99998,33.90037694,-110.4559358
408,239.307209,125160.6334,52649.62792,10667.99998,33.90036792,-110.4585136
409,239.3068616,124921.3654,52649.32312,10667.99998,33.90036158,-110.4610914
410,239.306182,124682.0974,52648.71352,10667.99998,33.90035245,-110.4636692
411,239.3053018,124442.8294,52648.40872,10667.99998,33.900346,-110.466247
412,239.3043192,124203.5614,52647.79912,10667.99998,33.90033676,-110.4688248
413,239.3033057,123964.2934,52647.49432,10667.99998,33.90033021,-110.4714026
414,239.3023116,123725.0254,52646.88472,10667.99998,33.90032086,-110.4739804
415,239.3013705,123485.4526,52646.57992,10667.99998,33.90031419,-110.4765615
416,239.3005035,123246.1846,52645.97032,10667.99998,33.90030474,-110.4791393
417,239.2997218,123006.9166,52645.66552,10667.99998,33.90029797,-110.4817171
418,239.2990301,122767.6486,52645.05592,10667.99998,33.9002884,-110.4842949
419,239.2984276,122528.3806,52644.75112,10667.99998,33.90092563,-110.4881878
420,239.2979104,122289.1126,52644.14152,10667.99998,33.90092426,-110.4907656
421,239.2974724,122049.8446,52643.83672,10667.99998,33.90092559,-110.4933435
422,239.2971062,121810.5766,52643.22712,10667.99998,33.90092412,-110.4959214
423,239.2968039,121571.3086,52642.92232,10667.99998,33.90092533,-110.4984993
424,239.2965576,121332.0406,52642.31272,10667.99998,33.90092375,-110.5010772
425,239.2963594,121092.4678,52641.70312,10667.99998,33.90092212,-110.5036583
426,239.2962021,120853.1998,52641.39832,10667.99998,33.90092318,-110.5062362
427,239.2960793,120613.9318,52640.78872,10667.99998,33.90092144,-110.5088141
428,239.2959849,120374.6638,52640.48392,10667.99998,33.90092238,-110.511392
429,239.2959139,120135.3958,52639.87432,10667.99998,33.90092053,-110.5139699
430,239.2958617,119896.1278,52639.56952,10667.99998,33.90092137,-110.5165478
431,239.2958244,119656.8598,52638.95992,10667.99998,33.90091941,-110.5191256
432,239.295799,119417.5918,52638.65512,10667.99998,33.90092014,-110.5217035
433,239.2957826,119178.3238,52638.04552,10667.99998,33.90091808,-110.5242814
434,239.2957731,118939.0558,52637.74072,10667.99998,33.9009187,-110.5268593
435,239.2957688,118699.7878,52637.13112,10667.99998,33.90091653,-110.5294372
436,239.2957681,118460.215,52636.82632,10667.99998,33.90091705,-110.5320184
437,239.2957699,118220.947,52636.21672,10667.99998,33.90091477,-110.5345963
438,239.2957734,117981.679,52635.91192,10667.99998,33.90091517,-110.5371741
439,239.2957779,117742.411,52635.30232,10667.99998,33.90091279,-110.539752
440,239.295783,117503.143,52634.99752,10667.99998,33.90091308,-110.5423299
441,239.2957882,117263.875,52634.38792,10667.99998,33.90091059,-110.5449078
442,239.2957932,117024.607,52634.08312,10667.99998,33.90091078,-110.5474857
443,239.295798,116785.339,52633.47352,10667.99998,33.90090817,-110.5500636
444,239.2958025,116546.071,52633.16872,10667.99998,33.90090825,-110.5526415
445,239.2958064,116306.803,52632.55912,10667.99998,33.90090554,-110.5552194
446,239.29581,116067.535,52632.25432,10667.99998,33.90090552,-110.5577973
447,239.295813,115827.9622,52631.64472,10667.99998,33.9009027,-110.5603784
448,239.2958156,115588.6942,52631.33992,10667.99998,33.90090257,-110.5629563
449,239.2958179,115349.4262,52630.73032,10667.99998,33.90089964,-110.5655342
450,239.2958197,115110.1582,52630.12072,10667.99998,33.90089666,-110.5681121
451,239.2958213,114870.8902,52629.81592,10667.99998,33.90089636,-110.57069
452,239.2958225,114631.6222,52629.20632,10667.99998,33.90089328,-110.5732679
453,239.2958235,114392.3542,52628.90152,10667.99998,33.90089287,-110.5758458
454,239.2958243,114153.0862,52628.29192,10667.99998,33.90088967,-110.5784237
455,239.2958249,113913.8182,52627.98712,10667.99998,33.90088916,-110.5810016
456,239.2958254,113674.5502,52627.37752,10667.99998,33.90088586,-110.5835795
457,239.2958258,113435.2822,52627.07272,10667.99998,33.90088524,-110.5861574
458,239.295826,113195.7094,52626.46312,10667.99998,33.90088183,-110.5887385
459,239.2958262,112956.4414,52626.15832,10667.99998,33.9008811,-110.5913164
460,239.2958264,112717.1734,52625.54872,10667.99998,33.90087758,-110.5938943
461,239.2958264,112477.9054,52625.24392,10667.99998,33.90087674,-110.5964722
462,239.2958265,112238.6374,52624.63432,10667.99998,33.90087312,-110.5990501
463,239.2958046,111999.3694,52624.32952,10667.99998,33.90087217,-110.601628
464,239.2956031,111760.1014,52623.71992,10667.99998,33.90086844,-110.6042059
465,239.2949341,111520.8334,52623.71992,10667.99998,33.90087012,-110.6067838
466,239.2935005,111281.5654,52624.32952,10667.99998,33.90087723,-110.6093617
467,239.2910998,111042.2974,52625.54872,10667.99998,33.90088976,-110.6119396
468,239.2876757,110803.0294,52628.29192,10667.99998,33.90091593,-110.6145174
469,239.2833225,110563.7614,52632.25432,10667.99998,33.900953,-110.6170953
470,239.2782591,110324.4934,52638.04552,10667.99998,33.90100645,-110.6196732
471,239.2727888,110085.2254,52646.27512,10667.99998,33.90108174,-110.622251
472,239.267255,109846.2622,52656.33352,10667.99998,33.90117342,-110.6248256
473,239.2620011,109607.299,52669.43992,10667.99998,33.90129242,-110.6274001
474,239.2573372,109368.6406,52684.98472,10667.99998,33.90143327,-110.6299713
475,239.2535166,109129.9822,52703.57752,10667.99998,33.90160145,-110.6325426
476,239.2507206,108891.9334,52725.52312,10667.99998,33.90179969,-110.6351072
477,239.2490538,108653.8846,52750.51672,10667.99998,33.90202527,-110.6376719
478,239.2485456,108416.4454,52778.86312,10667.99998,33.90228091,-110.64023
479,239.249158,108179.311,52810.56232,10667.99998,33.90256662,-110.6427848
480,239.2507978,107942.4814,52845.91912,10667.99998,33.90288513,-110.6453363
481,239.2533301,107706.5662,52884.62872,10667.99998,33.90323371,-110.647878
482,239.2565933,107470.9558,52926.69112,10667.99998,33.90361235,-110.6504164
483,239.2604125,107235.955,52972.41112,10667.99998,33.90402381,-110.6529482
484,239.2646117,107001.8686,53021.78872,10667.99998,33.90446806,-110.6554702
485,239.2690235,106768.6966,53074.51912,10667.99998,33.90494239,-110.6579824
486,239.273496,106535.8294,53130.60232,10667.99998,33.90544678,-110.6604913
487,239.277898,106304.1814,53190.03832,10667.99998,33.90598124,-110.6629871
488,239.2821213,106073.4478,53253.13192,10667.99998,33.90654851,-110.665473
489,239.2860813,105843.3238,53319.27352,10667.99998,33.90714311,-110.6679525
490,239.2897166,105614.419,53388.76792,10667.99998,33.90776778,-110.6704188
491,239.2929867,105386.4286,53461.61512,10667.99998,33.90842252,-110.6728752
492,239.29587,105159.6574,53537.51032,10667.99998,33.90910459,-110.6753186
493,239.2983605,104933.8006,53616.75832,10667.99998,33.90981673,-110.6777522
494,239.3004652,104709.163,53699.05432,10667.99998,33.91055621,-110.6801727
495,239.3022011,104485.4398,53784.39832,10667.99998,33.91132303,-110.6825833
496,239.3035924,104262.9358,53872.48552,10667.99998,33.91211444,-110.6849809
497,239.3046683,104041.9558,53963.92552,10667.99998,33.91293592,-110.6873621
498,239.305461,103821.8902,54058.10872,10667.99998,33.91378201,-110.6897334
499,239.3060039,103603.0438,54155.03512,10667.99998,33.91465269,-110.6920917
500,239.3063302,103385.7214,54255.00952,10667.99998,33.91555072,-110.6944336
501,239.3064721,103169.6182,54357.72712,10667.99998,33.91647334,-110.6967625
502,239.3064599,102954.7342,54463.18792,10667.99998,33.91742057,-110.6990782
503,239.3063216,102741.3742,54571.39192,10667.99998,33.91839239,-110.7013776
504,239.3060823,102529.2334,54682.33912,10667.99998,33.91938883,-110.7036639
505,239.3057646,102318.6166,54795.72472,10667.99998,33.92040712,-110.7059338
506,239.3053881,102109.219,54911.85352,10667.99998,33.92145003,-110.7081907
507,239.3049696,101901.6502,55030.72552,10667.99998,33.92251754,-110.7104279
508,239.3045236,101695.3006,55152.03592,10667.99998,33.92360692,-110.712652
509,239.3040619,101490.475,55275.78472,10667.99998,33.92471816,-110.7148598
510,239.3035944,101287.1734,55401.97192,10667.99998,33.92585128,-110.7170512
511,239.3031288,101085.3958,55530.90232,10667.99998,33.92700901,-110.7192262
512,239.3026715,100885.447,55661.96632,10667.99998,33.92818587,-110.7213816
513,239.302227,100686.7174,55795.46872,10667.99998,33.92938461,-110.723524
514,239.301799,100489.8166,55931.40951,10667.99998,33.93060522,-110.7256467
515,239.3013898,100294.4398,56069.78871,10667.99998,33.9318477,-110.727753
516,239.301001,100100.8918,56210.30151,10667.99998,33.93310933,-110.7298397
517,239.3006336,99908.86785,56353.25271,10667.99998,33.93439283,-110.7319101
518,239.3002879,99718.67265,56498.33751,10667.99998,33.93569547,-110.7339608
519,239.2999638,99530.30625,56645.86071,10667.99998,33.93701999,-110.7359919
520,239.2996609,99343.46385,56795.51751,10667.99998,33.93836365,-110.7380066
521,239.2993784,99158.45025,56947.30791,10667.99998,33.93972646,-110.7400017
522,239.2991157,98975.26545,57101.23191,10667.99998,33.94110841,-110.7419771
523,239.0393614,98793.90945,57257.28951,10667.99998,33.9425095,-110.7439329
524,238.7669002,98614.68705,57415.48071,10666.04926,33.94392975,-110.7458658
525,238.5088511,98437.29345,57575.50071,10662.11734,33.94536643,-110.7477791
526,238.278518,98262.33825,57737.34951,10656.26518,33.94681954,-110.7496662
527,238.0808236,98089.21185,57900.72231,10648.64518,33.94828633,-110.7515337
528,237.9155152,97918.21905,58066.22871,10639.4707,33.9497723,-110.7533783
529,237.7858974,97749.35985,58233.56391,10628.86366,33.95127469,-110.7552
530,237.6949641,97582.63425,58402.72791,10616.85454,33.95279351,-110.7569987
531,237.642212,97418.04225,58573.72071,10603.53478,33.95432877,-110.7587746
532,237.6260914,97255.58385,58746.23751,10589.05678,33.95587772,-110.7605276
533,237.642058,97094.95425,58920.88791,10573.6339,33.95744585,-110.7622609
534,237.6840315,96935.84865,59096.75751,10557.44902,33.95902492,-110.7639779
535,237.7455398,96778.57185,59274.15111,10540.7155,33.96061769,-110.7656753
536,237.8205014,96622.51425,59452.76391,10523.61622,33.96222141,-110.7673596
537,237.9039144,96467.37105,59631.98631,10506.24262,33.9638306,-110.7690342
538,237.9916224,96313.14225,59812.42791,10488.77758,33.96545074,-110.7706989
539,238.0803728,96159.52305,59993.17431,10471.28206,33.9670736,-110.7723572
540,238.1677719,96006.20865,60174.53031,10453.78654,33.96870193,-110.7740123
541,238.2529151,95853.19905,60356.19111,10436.38246,33.97033299,-110.7756641
542,238.33595,95700.18945,60537.85191,10419.1003,33.97196403,-110.777316
543,238.4164656,95546.87505,60719.81751,10401.94006,33.97359779,-110.7789713
544,238.4939632,95393.56066,60901.47831,10384.93222,33.9752288,-110.7806267
545,238.5680739,95239.94146,61083.13911,10368.13774,33.97685979,-110.7822854
546,238.6337678,95086.01746,61264.49511,10351.64806,33.97848802,-110.7839474
547,238.6816694,94931.48386,61445.85111,10335.67654,33.98011622,-110.7856161
548,238.706773,94776.34066,61626.59751,10320.40606,33.98173891,-110.7872914
549,238.7071274,94620.89266,61807.34391,10305.80614,33.98336158,-110.7889701
550,238.6828586,94464.83506,61987.17591,10291.90726,33.98497601,-110.7906554
551,238.635433,94308.47266,62167.00791,10278.64846,33.9865904,-110.792344
552,238.5671073,94151.19586,62346.23031,10265.9383,33.98819928,-110.7940426
553,238.4805281,93993.61426,62524.8431,10253.7463,33.98980266,-110.7957445
554,238.3784516,93835.72786,62702.8463,10241.92006,33.99140054,-110.7974497
555,238.2635564,93676.92706,62880.5447,10230.39862,33.99299565,-110.7991649
556,238.1386344,93517.82146,63057.6335,10219.12102,33.99458525,-110.8008834
557,238.006388,93358.41106,63234.1127,10207.96534,33.99616935,-110.8026053
558,237.8687562,93198.69586,63409.9823,10196.9011,33.99774796,-110.8043305
559,237.7271592,93038.37106,63585.5471,10185.86734,33.99932379,-110.8060623
560,237.5826537,92877.74146,63760.5023,10174.86406,34.00089413,-110.8077975
561,237.436035,92716.80706,63934.8479,10163.79982,34.00245897,-110.8095361
562,237.287905,92555.26306,64108.5839,10152.73558,34.00401831,-110.8112812
563,237.1387208,92393.71906,64282.0151,10141.5799,34.00557488,-110.8130265
564,236.9888281,92231.87026,64454.8367,10130.39374,34.00712596,-110.8147751
565,236.8384864,92069.71666,64627.3535,10119.11614,34.00867428,-110.8165271
566,236.6878883,91907.25826,64799.5655,10107.77758,34.01021984,-110.8182824
567,236.5372853,91744.79986,64971.1679,10096.34758,34.0117599,-110.8200378
568,236.3869702,91582.03666,65142.1607,10084.85662,34.01329446,-110.8217965
569,236.2371065,91418.96866,65313.1535,10073.27422,34.014829,-110.8235586
570,236.0877627,91255.90066,65483.5367,10061.60038,34.01635804,-110.8253207
571,235.9389391,91092.52786,65653.6151,10049.8351,34.01788432,-110.8270862
572,235.7905887,90929.15506,65823.3887,10038.00886,34.02048943,-110.8293562
573,235.6426337,90765.47746,65992.8575,10026.12166,34.02201382,-110.8311196
574,235.4947303,90602.10466,66162.0215,10014.14302,34.02353544,-110.8328798
575,235.3465047,90438.12226,66330.8807,10002.1339,34.02505432,-110.8346467
576,235.1975463,90274.13986,66499.1303,9990.033345,34.02656769,-110.8364136
577,235.0475013,90109.24306,66666.4655,9977.871825,34.02807284,-110.8381905
578,234.8961491,89943.73666,66832.8863,9965.649345,34.02956976,-110.8399741
579,234.7434344,89777.31586,66998.0879,9953.335425,34.03105572,-110.8417676
580,234.5894597,89609.37106,67161.7655,9940.960545,34.03252797,-110.8435777
581,234.4344534,89440.20706,67323.9191,9928.494225,34.03398652,-110.8454009
582,234.2787261,89269.51906,67483.9391,9915.936465,34.0354259,-110.8472408
583,234.1226239,89096.69746,67641.8255,9903.256785,34.03684611,-110.8491037
584,233.9664859,88922.35186,67797.2735,9890.516145,34.03824439,-110.8509832
585,233.8106092,88745.56787,67950.2831,9877.684065,34.03962077,-110.8528892
586,233.6552249,88566.95507,68100.5495,9864.791025,34.0409725,-110.8548149
587,233.5004844,88386.20867,68248.0727,9851.806545,34.04229957,-110.8567638
588,233.3464569,88203.32867,68392.5479,9838.761105,34.04359925,-110.8587358
589,233.1931356,88018.31507,68534.2799,9825.685185,34.04487427,-110.860731
590,233.0404509,87831.16787,68672.6591,9812.548305,34.04611917,-110.8627492
591,232.8882873,87641.88707,68807.9903,9799.411425,34.04733666,-110.8647907
592,232.7365022,87450.47267,68939.9687,9786.274545,34.04852402,-110.8668552
593,232.5849429,87256.92467,69068.5943,9773.137665,34.04968125,-110.8689429
594,232.433462,87061.54787,69194.17189,9760.000785,34.05081107,-110.8710504
595,232.2819287,86864.34227,69316.39669,9746.924865,34.05191076,-110.8731778
596,232.130237,86665.30787,69435.26869,9733.818465,34.05298029,-110.875325
597,231.9783091,86464.44467,69551.09269,9720.773025,34.05402243,-110.877492
598,231.8260969,86262.05747,69663.25909,9707.758065,34.05503168,-110.8796756
599,231.6735801,86057.84147,69772.37749,9694.773585,34.05601352,-110.881879
600,231.5208815,85852.10147,69878.44789,9681.819585,34.05696795,-110.8840989
601,231.3684925,85644.83747,69980.86069,9668.896065,34.05788949,-110.8863354
602,231.216654,85436.35427,70080.22549,9656.003025,34.05878362,-110.8885852
603,231.0654318,85226.65187,70176.54229,9643.140465,34.05965033,-110.8908482
604,230.914798,85015.42547,70269.50629,9630.338865,34.06048689,-110.8931277
605,230.7646874,84802.97987,70359.42229,9617.537265,34.06129602,-110.8954204
606,230.6150265,84589.61987,70445.98549,9604.796625,34.062075,-110.8977232
607,230.4657478,84375.04067,70529.50069,9592.086465,34.06282656,-110.9000391
608,230.3167954,84159.54707,70610.27269,9579.437265,34.06355344,-110.902365
609,230.1681266,83942.83427,70687.38709,9566.818545,34.06424742,-110.9047041
610,230.0348058,83725.51187,70761.75829,9554.230305,34.06491671,-110.9070499
611,229.90675,83506.97027,70833.08149,9541.794465,34.06555858,-110.9094089
612,229.7789628,83287.81907,70901.35669,9529.541506,34.06617302,-110.9117746
613,229.6492254,83067.75347,70966.58389,9517.471426,34.06676004,-110.9141502
614,229.5167855,82847.07827,71028.76309,9505.553746,34.06731964,-110.9165324
615,229.3816261,82625.79347,71087.89429,9493.757986,34.0678518,-110.9189213
616,229.2440659,82403.59427,71144.28229,9482.053666,34.06835928,-110.92132
617,229.1045465,82181.09028,71197.62229,9470.440786,34.06883932,-110.9237222
618,228.9635242,81957.67188,71247.91429,9458.919346,34.06929194,-110.9261342
619,228.8214183,81733.94868,71295.46309,9447.397906,34.06971986,-110.9285496
620,228.6785905,81509.92068,71339.65909,9435.906946,34.07011761,-110.9309684
621,228.5353407,81285.28308,71381.41669,9424.446466,34.07049341,-110.9333937
622,228.3919095,81060.34068,71419.82149,9412.985986,34.07083904,-110.9358224
623,228.248485,80835.09348,71455.78789,9401.525506,34.07116271,-110.9382545
624,228.1052104,80609.54148,71488.40149,9390.034546,34.0714562,-110.9406898
625,227.9621917,80383.68468,71518.57669,9378.574066,34.07172774,-110.9431285
626,227.8195039,80157.52308,71545.39909,9367.083106,34.0719691,-110.9455705
627,227.6771978,79931.36148,71569.78309,9355.561666,34.07218851,-110.9480125
628,227.5353046,79704.89508,71591.11909,9344.040226,34.07238048,-110.9504578
629,227.3938404,79478.42868,71609.71189,9332.518786,34.07254775,-110.9529032
630,227.2528098,79251.96228,71625.25669,9320.966866,34.07268759,-110.9553486
631,227.1122086,79025.49588,71638.05829,9309.414946,34.07280273,-110.957794
632,226.9720264,78798.72468,71648.11669,9297.832546,34.07289317,-110.9602427
633,226.8322485,78572.25828,71655.43189,9286.250146,34.07295891,-110.9626881
634,226.6928571,78345.79188,71660.00389,9274.637266,34.07299995,-110.9651336
635,226.5538327,78119.32548,71661.52789,9263.054866,34.07301356,-110.9675791
636,226.4151552,77893.16388,71660.30869,9251.441986,34.07300246,-110.9700212
637,226.2768042,77667.00228,71656.34629,9239.798626,34.07296667,-110.9724634
638,226.1387596,77441.14548,71649.94549,9228.185746,34.07290892,-110.9749023
639,226.0010021,77215.59348,71640.49669,9216.542386,34.07282374,-110.9773379
640,225.8635443,76990.04148,71628.30469,9204.899026,34.07271385,-110.9797736
641,225.7263931,76765.09908,71613.36949,9193.255666,34.07257926,-110.9822026
642,225.5895407,76540.15668,71595.69109,9181.581826,34.07241998,-110.9846316
643,225.4529701,76315.82388,71575.57429,9169.938466,34.07223874,-110.9870541
644,225.3166595,76091.79588,71552.40949,9158.264626,34.07203006,-110.9894732
645,225.1805854,75868.37748,71526.80629,9146.590786,34.07179942,-110.9918857
646,225.044724,75645.26389,71498.45989,9134.916946,34.07154409,-110.994295
647,224.9090531,75422.75989,71467.37029,9123.243106,34.07126406,-110.9966976
648,224.7735527,75200.56069,71433.84229,9111.569266,34.07096207,-110.999097
649,224.6382053,74979.27589,71397.26629,9099.895426,34.07063264,-111.0014864
650,224.5029964,74758.29589,71358.55669,9088.221586,34.070284,-111.0038725
651,224.3679141,74537.92549,71316.79909,9076.547746,34.06990792,-111.0062521
652,224.2329491,74318.16469,71272.60309,9064.873906,34.06950988,-111.008625
653,224.0980945,74099.31829,71225.96869,9053.200066,34.06908989,-111.010988
654,223.9633455,73881.08149,71176.59109,9041.556706,34.0686452,-111.0133444
655,223.8286991,73663.45429,71124.77509,9029.882866,34.06817856,-111.0156942
656,223.6941537,73446.74149,71070.21589,9018.209026,34.06768722,-111.0180341
657,223.5597086,73230.63829,71013.21829,9006.535186,34.06717393,-111.0203674
658,223.4253644,73015.44949,70953.78229,8994.891826,34.06663869,-111.0226908
659,223.2911221,72801.17509,70891.60309,8983.217986,34.06607875,-111.0250043
660,223.1569832,72587.81509,70826.98549,8971.574626,34.06549686,-111.0273078
661,223.0229493,72375.06469,70760.23429,8959.900786,34.06489575,-111.0296048
662,222.8890224,72163.53349,70690.73989,8948.257426,34.06426996,-111.0318885
663,222.7552044,71952.91669,70618.80709,8936.614066,34.06362221,-111.0341623
664,222.6214972,71743.21429,70544.13109,8924.940226,34.06294978,-111.0364262
665,222.4879024,71534.73109,70467.32149,8913.296866,34.06225813,-111.0386769
666,222.3544219,71327.16229,70388.37829,8901.653506,34.06154727,-111.0409176
667,222.2210569,71120.50789,70306.69189,8890.010146,34.06081173,-111.0431485
668,222.0878089,70915.07269,70222.56709,8878.366787,34.06005424,-111.0453661
669,221.954679,70710.85669,70136.30869,8866.723427,34.05927754,-111.0475705
670,221.8216682,70507.85989,70047.61189,8855.110547,34.05847889,-111.0497617
671,221.6887774,70305.77749,69956.47669,8843.467187,34.0576583,-111.051943
672,221.5560073,70104.91429,69863.20789,8831.823827,34.0568185,-111.054111
673,221.4233584,69905.57509,69767.80549,8820.210947,34.0559595,-111.0562626
674,221.2908315,69707.15029,69669.65989,8808.567587,34.05507581,-111.0584042
675,221.1584269,69510.24949,69569.68549,8796.954707,34.05417566,-111.0605293
676,221.026145,69314.56789,69467.27269,8785.341827,34.05325357,-111.0626411
677,220.8939862,69120.10549,69362.72629,8773.728947,34.05231228,-111.0647398
678,220.7619508,68927.1671,69255.74149,8762.085587,34.05134904,-111.0668219
679,220.6300391,68735.4479,69146.92789,8750.472707,34.05036935,-111.0688908
680,220.4982514,68545.2527,69035.6759,8738.859827,34.04936771,-111.0709432
681,220.3665879,68356.5815,68922.2903,8727.277427,34.04834688,-111.0729791
682,220.2350488,68169.1295,68807.0759,8715.664547,34.04730959,-111.0750017
683,220.1036345,67983.2015,68689.4231,8704.051667,34.04625037,-111.0770078
684,219.972345,67798.7975,68569.9415,8692.438787,34.04517468,-111.0789974
685,219.8411808,67615.9175,68448.3263,8680.856387,34.04407981,-111.0809705
686,219.710142,67434.5615,68324.5775,8669.273987,34.04296574,-111.082927
687,219.5792288,67254.7295,68198.6951,8657.661107,34.04183247,-111.0848671
688,219.4484414,67076.7263,68070.9839,8646.078707,34.04068275,-111.0867873
689,219.3177802,66899.9423,67941.1391,8634.496307,34.03951384,-111.0886943
690,219.1872452,66724.9871,67809.4655,8622.913907,34.03832848,-111.0905815
691,219.0568368,66551.5559,67675.9631,8611.331507,34.03712667,-111.0924521
692,218.926555,66379.9535,67540.3271,8599.749107,34.03590568,-111.094303
693,218.7964002,66209.8751,67402.8623,8588.166707,34.03466823,-111.0961373
694,218.6663725,66041.6255,67263.5687,8576.614787,34.03341433,-111.0979518
695,218.5364721,65875.2047,67122.4463,8565.032387,34.032144,-111.0997465
696,218.4066992,65710.3079,66979.4951,8553.480467,34.03085721,-111.1015247
697,218.277054,65547.2399,66834.4103,8541.928547,34.02955124,-111.103283
698,218.1475366,65385.6959,66687.8015,8530.346147,34.02823156,-111.1050248
699,218.0181471,65226.2855,66539.6687,8518.794227,34.02689819,-111.1067436
700,217.8888859,65068.7039,66389.4023,8507.242307,34.02554563,-111.1084425
701,217.7597529,64912.9511,66237.6119,8495.720867,34.02417937,-111.1101216
702,217.6307484,64758.7223,66083.9927,8484.168947,34.02279667,-111.1117841
703,217.5018724,64606.6271,65928.8495,8472.617027,34.02087495,-111.1148265
704,217.3731251,64456.3607,65772.1823,8461.095587,34.01946896,-111.1164503
705,217.2454692,64308.2279,65613.6863,8449.543667,34.01804647,-111.118051
706,217.1193907,64161.6191,65453.6663,8438.022227,34.01661024,-111.1196353
707,216.9945948,64016.8391,65292.1223,8426.531267,34.01516027,-111.1211998
708,216.8704549,63873.5831,65129.6639,8415.040307,34.01370204,-111.1227479
709,216.7463755,63731.5463,64966.2911,8403.610307,34.01223556,-111.1242827
710,216.6219016,63590.4239,64802.0039,8392.210787,34.01076081,-111.1258077
711,216.4967472,63450.2159,64637.1071,8380.841747,34.00928056,-111.1273227
712,216.3707875,63310.6175,64472.2103,8369.472707,34.00780027,-111.1288311
713,216.2440247,63171.6287,64306.7039,8358.134147,34.00631448,-111.1303329
714,216.1165478,63032.9447,64141.1975,8346.795587,34.00482865,-111.1318314
715,215.9884956,62894.2607,63975.9959,8335.457027,34.00334555,-111.1333298
716,215.8600264,62755.5767,63810.7943,8324.118467,34.00186241,-111.1348281
717,215.7312974,62616.5879,63645.8975,8312.779907,34.000382,-111.1363297
