Time[sec], DTG[m], V(tas)[m/s], vRate[m/s], x[m], y[m], h[m], gs[fps]
690,106673.87475,202.313,-9.829,78959.22012,69322.31544,6851.85438,622.95815
691,106485.21176,202.239,-9.581,78771.00606,69343.27641,6842.02520,621.31774
692,106297.03801,202.166,-9.265,78583.04098,69361.65791,6832.44428,619.62508
693,106109.34981,202.092,-8.907,78395.35704,69377.47848,6823.17892,617.94472
694,105922.14793,202.012,-8.525,78207.99042,69390.75879,6814.27206,616.26206
695,105735.43651,201.925,-8.134,78020.98008,69401.52100,6805.74716,614.56612
696,105549.22208,201.829,-7.746,77834.36668,69409.78817,6797.61278,612.84921
697,105363.51280,201.723,-7.368,77648.19167,69415.58373,6789.86654,611.10627
698,105178.31775,201.608,-7.005,77462.49672,69418.93103,6782.49841,609.33436
699,104993.64655,201.481,-6.660,77277.32324,69419.85315,6775.49327,607.53208
700,104809.50889,201.345,-6.335,77092.71206,69418.37271,6768.83290,605.69920
701,104625.91431,201.199,-6.031,76908.70325,69414.51185,6762.49746,603.83631
702,104442.87202,201.043,-5.747,76725.33600,69408.29228,6756.46653,601.94455
703,104260.39076,200.878,-5.482,76542.64854,69399.73540,6750.71990,600.02544
704,104078.47870,200.704,-5.236,76360.67807,69388.86244,6745.23801,598.08075
705,103897.14339,200.523,-5.007,76179.46080,69375.69462,6740.00228,596.11237
706,103716.39176,200.333,-4.794,75999.03187,69360.25326,6734.99529,594.12226
707,103536.23006,200.137,-4.646,75819.42541,69342.56003,6730.20084,592.11239
708,103356.66504,199.935,-4.581,75640.67553,69322.63729,6725.55503,590.08104
709,103177.70206,199.726,-4.582,75462.81471,69300.50698,6720.97400,588.03252
710,102999.34381,199.511,-4.634,75285.87250,69276.19006,6716.39172,585.97544
711,102821.59031,199.293,-4.725,75109.87558,69249.70678,6711.75730,583.91836
712,102644.43906,199.072,-4.845,74934.84791,69221.07704,6707.03219,581.86922
713,102467.88531,198.851,-4.985,74760.81092,69190.32069,6702.18767,579.83521
714,102291.92226,198.630,-5.140,74587.78372,69157.45777,6697.20285,577.82270
715,102116.54134,198.410,-5.305,74415.78327,69122.50877,6692.06293,575.83729
716,101941.73242,198.192,-5.476,74244.82450,69085.49473,6686.75794,573.88390
717,101767.48398,197.978,-5.651,74074.92048,69046.43729,6681.28170,571.96680
718,101593.78338,197.767,-5.826,73906.08255,69005.35873,6675.63101,570.08968
719,101420.61693,197.561,-6.000,73738.32044,68962.28183,6669.80507,568.25570
720,101247.97016,197.359,-6.172,73571.64243,68917.22987,6663.80494,566.46757
721,101075.79595,197.162,-6.340,73406.02865,68870.20361,6657.63322,564.83253
722,100904.07261,196.971,-6.502,73241.48017,68821.22351,6651.29370,563.26635
723,100732.78272,196.786,-6.660,73078.00060,68770.31457,6644.79121,561.75500
724,100561.90847,196.606,-6.811,72915.59225,68717.50238,6638.13135,560.29983
725,100391.43193,196.433,-6.956,72754.25644,68662.81264,6631.32033,558.90157
726,100221.33515,196.266,-7.093,72593.99374,68606.27082,6624.36480,557.56046
727,100051.60033,196.105,-7.223,72434.80424,68547.90187,6617.27171,556.27635
728,99882.20992,195.950,-7.347,72276.68770,68487.73006,6610.04822,555.04876
729,99713.14668,195.801,-7.462,72119.64372,68425.77883,6602.70162,553.87696
730,99544.39377,195.658,-7.571,71963.67189,68362.07074,6595.23922,552.76001
731,99375.93477,195.521,-7.672,71808.77188,68296.62743,6587.66830,551.69683
732,99207.75372,195.390,-7.766,71654.94352,68229.46961,6579.99609,550.68619
733,99039.83516,195.265,-7.854,71502.18689,68160.61712,6572.22964,549.72677
734,98872.16415,195.144,-7.934,71350.50236,68090.08889,6564.37586,548.81720
735,98704.72626,195.029,-8.009,71199.89067,68017.90306,6556.44143,547.95603
736,98537.50759,194.919,-8.077,71050.35289,67944.07696,6548.43282,547.14180
737,98370.71853,194.814,-8.139,70902.12871,67868.64933,6540.35621,545.64356
738,98204.13388,194.706,-8.197,70754.99362,67791.62039,6532.21752,544.87821
739,98037.73762,194.605,-8.250,70608.94382,67713.00933,6524.02087,544.16706
740,97871.51409,194.508,-8.298,70463.97636,67632.83316,6515.77102,543.50936
741,97705.44802,194.418,-8.341,70320.08907,67551.10703,6507.47300,542.90427
742,97539.52449,194.333,-8.379,70177.28053,67467.84454,6499.13196,542.35093
743,97373.72893,194.254,-8.412,70035.54994,67383.05804,6490.75306,541.84847
744,97208.04711,194.185,-8.551,69894.89710,67296.75882,6482.34133,541.39603
745,97042.48998,194.096,-8.745,69755.34134,67208.97360,6473.78994,540.91145
746,96877.05360,194.000,-8.960,69616.89019,67119.71919,6465.04490,540.44377
747,96711.72478,193.903,-9.177,69479.54393,67029.00597,6456.08465,540.02348
748,96546.48460,193.811,-9.384,69343.29840,66936.84023,6446.90735,539.66942
749,96381.31071,193.726,-9.575,69208.14670,66843.22576,6437.52293,539.39294
750,96216.17881,193.650,-9.745,69074.08034,66748.16483,6427.94816,539.20051
751,96051.06368,193.583,-9.893,68941.09002,66651.65884,6418.20344,539.09532
752,95885.93986,193.526,-10.015,68809.16614,66553.70876,6408.31087,539.07833
753,95720.76764,193.480,-10.109,68678.22324,66454.39142,6398.29613,539.19659
754,95555.48987,193.444,-10.176,68548.06189,66353.89319,6388.18751,539.51487
755,95390.32182,193.418,-10.222,68418.41957,66252.45692,6378.01112,540.05902
756,95225.47774,193.401,-10.251,68289.00998,66150.34526,6367.78892,540.82764
757,95060.33536,193.389,-10.266,68159.55003,66047.81658,6357.53839,541.80573
758,94894.85810,193.381,-10.269,68029.89232,65944.99817,6347.27270,542.90464
759,94729.01864,193.376,-10.260,67899.93115,65841.97956,6337.00354,544.09286
760,94562.79727,193.366,-10.130,67769.59460,65738.81983,6326.74372,545.34570
761,94396.15218,193.384,-9.931,67638.81770,65635.53373,6316.61323,546.73616
762,94229.06223,193.414,-9.694,67507.56831,65532.12781,6306.68260,548.19671
763,94061.52480,193.449,-9.443,67375.84172,65428.60376,6296.98877,549.66674
764,93893.54953,193.480,-9.194,67243.65204,65324.95932,6287.54560,551.10574
765,93725.15384,193.506,-8.957,67111.02547,65221.18945,6278.35135,552.48792
766,93556.35965,193.522,-8.739,66977.99526,65117.28746,6269.39399,553.79820
767,93387.19107,193.528,-8.543,66844.59799,65013.24596,6260.65507,555.02916
768,93217.67276,193.523,-8.370,66710.87087,64909.05770,6252.11252,556.17867
769,93047.49865,193.508,-8.222,66576.50928,64804.61436,6243.74252,558.33542
770,92877.01635,193.485,-8.096,66441.88367,64700.00801,6235.52088,559.34753
771,92706.25267,193.454,-8.087,66307.03472,64595.23047,6227.42478,560.27076
772,92535.25868,193.387,-8.147,66172.01610,64490.29617,6219.33823,561.02587
773,92364.06989,193.298,-8.248,66036.86592,64385.21422,6211.19119,561.66397
774,92192.71181,193.193,-8.372,65901.61164,64279.99103,6202.94279,562.21804
775,92021.20025,193.079,-8.507,65766.27030,64174.63051,6194.57059,562.72016
776,91849.54556,192.957,-8.644,65630.85269,64069.13573,6186.06397,563.18821
777,91677.75554,192.831,-8.781,65495.36626,63963.50985,6177.41967,563.63074
778,91505.83725,192.700,-8.914,65359.81706,63857.75659,6168.63878,564.05011
779,91333.79828,192.564,-9.043,65224.21115,63751.88053,6159.72477,564.44467
780,91161.64752,192.423,-9.167,65088.55547,63645.88722,6150.68214,564.81014
781,90989.39567,192.277,-9.286,64952.85847,63539.78323,6141.51550,565.14056
782,90817.05558,192.124,-9.403,64817.13047,63433.57621,6132.22905,565.42895
783,90644.64237,191.964,-9.517,64681.38388,63327.27489,6122.82618,565.66770
784,90472.17364,191.797,-9.630,64545.63332,63220.88911,6113.30926,565.84881
785,90299.66949,191.621,-9.742,64409.89575,63114.42983,6103.67954,565.96405
786,90127.15257,191.434,-9.856,64274.19043,63007.90925,6093.93713,566.00499
787,89954.64813,191.238,-9.972,64138.53894,62901.34074,6084.08091,565.96314
788,89782.18317,191.030,-10.092,64002.96436,62794.73868,6074.10864,565.83281
789,89609.78435,190.810,-10.215,63867.48917,62688.11764,6064.01697,565.61505
790,89437.47758,190.581,-10.343,63732.13478,62581.49227,6053.80190,565.31242
791,89265.28787,190.341,-10.475,63596.92148,62474.87727,6043.45918,564.92780
792,89093.23931,190.093,-10.611,63461.86836,62368.28732,6032.98458,564.46430
793,88921.35500,189.836,-10.750,63326.99331,62261.73704,6022.37403,563.92515
794,88749.65277,189.572,-10.893,63192.30881,62155.23941,6011.62377,563.32757
795,88578.15792,189.301,-11.039,63057.83460,62048.81022,6000.73042,562.64716
796,88406.89036,189.024,-11.188,62923.58509,61942.46337,5989.69100,561.90151
797,88235.86884,188.742,-11.339,62789.57345,61836.21243,5978.50299,561.09442
798,88065.11089,188.455,-11.491,62655.81166,61730.07052,5967.16436,560.22994
799,87894.63271,188.164,-11.644,62522.31039,61624.05024,5955.67356,559.31236
800,87724.44909,187.869,-11.798,62389.07903,61518.16357,5944.02956,558.34635
801,87554.91829,187.573,-11.951,62256.46439,61412.54959,5932.23188,556.20596
802,87385.68483,187.284,-12.101,62124.11207,61307.08330,5920.28056,555.23092
803,87216.74919,186.999,-12.247,61992.01383,61201.77587,5908.17919,554.25418
804,87048.11094,186.717,-12.389,61860.16252,61096.63562,5895.93194,553.27878
805,86879.76853,186.439,-12.525,61728.55158,60991.66838,5883.54344,552.30835
806,86711.71910,186.167,-12.656,61597.17452,60886.87772,5871.01869,551.34720
807,86543.95831,185.900,-12.781,61466.02453,60782.26525,5858.36312,550.40024
808,86376.48015,185.640,-12.899,61335.09411,60677.83077,5845.58252,549.47297
809,86209.27674,185.377,-12.876,61204.37469,60573.57243,5832.68308,548.57143
810,86042.31232,185.149,-12.756,61073.84352,60469.46132,5819.80695,547.78740
811,85875.55425,184.949,-12.571,60943.47727,60365.47431,5807.05098,547.11046
812,85708.96960,184.772,-12.346,60813.24794,60261.59377,5794.47972,546.54151
813,85542.52956,184.614,-12.097,60683.12978,60157.80577,5782.13406,546.06706
814,85376.20861,184.473,-11.837,60553.09914,60054.09909,5770.03732,545.67619
815,85209.98528,184.346,-11.577,60423.13557,59950.46496,5758.19991,545.35576
816,85043.84251,184.229,-11.323,60293.22253,59846.89680,5746.62276,545.09120
817,84877.76698,184.120,-11.080,60163.34697,59743.38962,5735.29977,544.87033
818,84711.74841,184.017,-10.851,60033.49887,59639.93953,5724.21982,544.68316
819,84545.77898,183.919,-10.640,59903.67076,59536.54338,5713.36835,544.52160
820,84379.85288,183.824,-10.446,59773.85730,59433.19852,5702.72862,544.37919
821,84213.96395,183.732,-10.270,59644.05398,59329.90075,5692.28271,544.25694
822,84048.10794,183.641,-10.113,59514.25793,59226.64684,5682.01224,544.14868
823,83882.28273,183.552,-9.974,59384.46802,59123.43480,5671.89895,544.04740
824,83716.48712,183.463,-9.851,59254.68408,59020.26291,5661.92510,543.95011
825,83550.72057,183.374,-9.745,59124.90667,58917.12959,5652.07372,543.85457
826,83384.98308,183.285,-9.653,58995.13691,58814.03344,5642.32879,543.75909
827,83219.15200,183.196,-9.576,58865.26599,58710.91430,5632.67536,544.06587
828,83053.36408,183.103,-9.512,58735.41827,58607.83539,5623.09958,543.92420
829,82887.62166,183.008,-9.460,58605.59775,58504.79542,5613.58787,543.77487
830,82721.92666,182.912,-9.419,58475.80755,58401.79355,5604.12797,543.61923
831,82556.28062,182.816,-9.388,58346.05001,58298.82930,5594.70887,543.45857
832,82390.68469,182.719,-9.366,58216.32681,58195.90243,5585.32075,543.29410
833,82225.13972,182.621,-9.351,58086.63907,58093.01284,5575.95494,543.12694
834,82059.64618,182.523,-9.343,57956.98745,57990.16052,5566.60385,542.95813
835,81894.20429,182.425,-9.341,57827.37219,57887.34547,5557.26083,542.78866
836,81728.81398,182.327,-9.343,57697.79321,57784.56768,5547.92015,542.61945
837,81563.47489,182.228,-9.350,57568.25015,57681.82704,5538.57688,542.45136
838,81398.18643,182.130,-9.360,57438.74239,57579.12339,5529.22686,542.28521
839,81232.94778,182.033,-9.373,57309.26912,57476.45642,5519.86658,542.12179
840,81067.75786,181.935,-9.389,57179.82930,57373.82572,5510.49314,541.96186
841,80902.61541,181.838,-9.406,57050.42174,57271.23073,5501.10420,541.80614
842,80737.51890,181.742,-9.425,56921.04507,57168.67075,5491.69788,541.65536
843,80572.46664,181.647,-9.445,56791.69777,57066.14494,5482.27276,541.51019
844,80407.45671,181.552,-9.466,56662.37819,56963.65233,5472.82778,541.37129
845,80242.48712,181.458,-9.487,56533.08464,56861.19184,5463.36225,541.23890
846,80077.55593,181.366,-9.508,56403.81553,56758.76233,5453.87574,541.11292
847,79912.66123,181.273,-9.529,56274.56938,56656.36261,5444.36808,540.99317
848,79747.80120,181.182,-9.550,56145.34485,56553.99146,5434.83930,540.87940
849,79582.97411,181.091,-9.570,56016.14069,56451.64763,5425.28955,540.77133
850,79418.17834,181.002,-9.591,55886.95584,56349.32987,5415.71912,540.66859
851,79253.41237,180.912,-9.611,55757.78934,56247.03694,5406.12840,540.57079
852,79088.67483,180.823,-9.630,55628.64040,56144.76764,5396.51782,540.47752
853,78923.96448,180.735,-9.649,55499.50837,56042.52078,5386.88788,540.38829
854,78759.28024,180.647,-9.667,55370.39276,55940.29526,5377.23910,540.30261
855,78594.62121,180.560,-9.685,55241.29323,55838.09004,5367.57199,540.21993
856,78429.98663,180.472,-9.702,55112.20958,55735.90414,5357.88709,540.13970
857,78265.37594,180.385,-9.719,54983.14179,55633.73669,5348.18490,540.06133
858,78100.78875,180.298,-9.735,54854.09000,55531.58692,5338.46591,539.98421
859,77936.22489,180.211,-9.751,54725.05449,55429.45416,5328.73059,539.90769
860,77771.63952,180.124,-9.767,54595.99263,55327.32003,5318.97936,539.97823
861,77607.07853,180.036,-9.782,54466.94895,55225.20222,5309.21261,539.89826
862,77442.54323,179.947,-9.797,54337.92557,55123.10013,5299.43052,539.81400
863,77278.03509,179.857,-9.812,54208.92458,55021.01355,5289.63321,539.72487
864,77113.55579,179.767,-9.828,54079.94803,54918.94255,5279.82074,539.63024
865,76949.10720,179.676,-9.843,53950.99802,54816.88750,5269.99312,539.52948
866,76784.69141,179.584,-9.858,53822.07673,54714.84901,5260.15032,539.42189
867,76620.31072,179.490,-9.873,53693.18644,54612.82790,5250.29226,539.30674
868,76455.96765,179.396,-9.889,53564.32960,54510.82517,5240.41883,539.18328
869,76291.66499,179.300,-9.905,53435.50877,54408.84204,5230.52989,539.05072
870,76127.40576,179.211,-10.055,53306.72675,54306.87986,5220.62525,538.90826
871,75963.22316,179.094,-10.277,53178.00712,54204.96231,5210.57029,538.65684
872,75799.13670,178.962,-10.532,53049.36386,54103.10321,5200.29349,538.34140
873,75635.15791,178.820,-10.797,52920.80558,54001.31021,5189.76179,537.98819
874,75471.29377,178.674,-11.058,52792.33813,53899.58720,5178.96516,537.61201
875,75307.54893,178.526,-11.308,52663.96612,53797.93582,5167.90717,537.22062
876,75143.92687,178.377,-11.543,52535.69371,53696.35645,5156.59893,536.81779
877,74980.43048,178.227,-11.760,52407.52477,53594.84885,5145.05551,536.40550
878,74817.06193,178.077,-11.952,52279.46275,53493.41213,5133.29591,535.98610
879,74653.82245,177.928,-12.119,52151.51043,53392.04479,5121.34372,535.56267
880,74490.71285,177.781,-12.261,52023.67018,53290.74513,5109.22439,535.13656
881,74327.73384,177.636,-12.377,51895.94413,53189.51162,5096.96362,534.70816
882,74164.88615,177.492,-12.470,51768.33416,53088.34302,5084.58633,534.27738
883,74001.96708,177.349,-12.541,51640.84195,52987.23857,5072.11614,533.84391
884,73838.74515,177.208,-12.592,51513.46893,52886.19794,5059.57494,533.40739
885,73675.70393,177.069,-12.629,51386.21631,52785.22131,5046.98279,532.96747
886,73512.95356,176.931,-12.657,51259.51837,52683.91053,5034.35381,532.22709
887,73350.57233,176.793,-12.678,51133.73147,52581.94775,5021.69666,531.24035
888,73188.64598,176.654,-12.689,51009.17719,52479.09689,5009.01912,529.95536
889,73027.17619,176.517,-12.690,50886.03943,52375.17422,4996.33001,528.64126
890,72866.18363,176.382,-12.679,50764.48169,52270.06266,4983.64009,527.23334
891,72705.67821,176.247,-12.640,50644.61872,52163.69357,4970.96140,525.76948
892,72545.65815,176.115,-12.552,50526.52187,52056.03449,4958.32098,524.29159
893,72386.10968,175.992,-12.408,50410.22527,51947.07824,4945.76947,522.84240
894,72227.01302,175.868,-12.067,50295.73580,51836.83817,4933.36133,521.44419
895,72068.31403,175.784,-11.596,50182.94271,51725.37418,4921.29443,520.26405
896,71910.02784,175.728,-11.052,50071.59072,51612.86712,4909.69857,519.33846
897,71751.93694,175.689,-10.481,49961.34375,51499.56043,4898.64623,518.67164
898,71594.00491,175.660,-9.908,49851.99224,51385.60663,4888.16503,518.15694
899,71436.19781,175.637,-9.348,49743.33857,51271.15007,4878.25747,517.76935
900,71278.48505,175.616,-8.815,49635.20414,51156.32139,4868.90902,517.48616
901,71120.84012,175.596,-8.313,49527.43328,51041.23459,4860.09425,517.28691
902,70963.24111,175.575,-7.847,49419.89502,50925.98617,4851.78115,517.15315
903,70805.67073,175.553,-7.417,49312.48284,50810.65538,4843.93429,517.06878
904,70648.11612,175.529,-7.024,49205.11315,50695.30533,4836.51690,517.02002
905,70490.56831,175.503,-6.667,49097.72305,50579.98455,4829.49240,516.99535
906,70333.02174,175.475,-6.343,48990.26757,50464.72891,4822.82533,516.98526
907,70175.47359,175.445,-6.052,48882.71680,50349.56349,4816.48190,516.98211
908,70017.92870,175.412,-5.789,48775.06093,50234.50453,4810.43039,516.96242
909,69860.38769,175.379,-5.554,48667.29162,50119.56100,4804.64131,516.94044
910,69702.85186,175.344,-5.344,48559.40688,50004.73662,4799.08743,516.91458
911,69545.32330,175.307,-5.156,48451.40986,49890.03125,4793.74382,516.88253
912,69387.80460,175.269,-4.989,48343.30732,49775.44196,4788.58772,516.84283
913,69230.29861,175.231,-4.841,48235.10827,49660.96398,4783.59845,516.79470
914,69072.80825,175.191,-4.710,48126.82294,49546.59144,4778.75729,516.73791
915,68915.33636,175.150,-4.594,48018.46202,49432.31794,4774.04733,516.67262
916,68757.88561,175.109,-4.492,47910.03605,49318.13697,4769.45336,516.59928
917,68600.45847,175.067,-4.402,47801.55504,49204.04228,4764.96171,516.51852
918,68443.05713,175.025,-4.322,47693.02817,49090.02799,4760.56013,516.43109
919,68285.68350,174.982,-4.253,47584.46369,48976.08879,4756.23767,516.33778
920,68128.33926,174.938,-4.193,47475.86885,48862.21995,4751.98453,516.23941
921,67971.02578,174.894,-4.140,47367.24992,48748.41736,4747.79199,516.13674
922,67813.74425,174.850,-4.094,47258.61220,48634.67747,4743.65230,516.03049
923,67656.49561,174.806,-4.054,47149.96016,48520.99730,4739.55856,515.92131
924,67499.28063,174.761,-4.020,47041.29751,48407.37430,4735.50464,515.80979
925,67342.09990,174.717,-3.990,46932.62727,48293.80637,4731.48512,515.69643
926,67184.95388,174.672,-3.965,46823.95195,48180.29172,4727.49519,515.58167
927,67027.84291,174.627,-3.943,46715.27357,48066.82887,4723.53063,515.46587
928,66870.74562,174.582,-3.925,46606.59548,47953.38480,4719.58769,515.42073
929,66713.68485,174.537,-3.909,46497.91866,47839.99036,4715.66308,515.30029
930,66556.66048,174.491,-3.896,46389.24291,47726.64560,4711.75389,515.18018
931,66399.67245,174.446,-3.886,46280.56829,47613.35036,4707.85755,515.06035
932,66242.72070,174.401,-3.877,46171.89508,47500.10429,4703.97184,514.94075
933,66085.80517,174.356,-3.870,46063.22373,47386.90688,4700.09482,514.82134
934,65928.92583,174.311,-3.865,45954.55483,47273.75750,4696.22478,514.70211
935,65772.08263,174.266,-3.860,45845.88907,47160.65542,4692.36026,514.58304
936,65615.27554,174.221,-3.857,45737.22722,47047.59985,4688.49999,514.46415
937,65458.50451,174.176,-3.855,45628.57008,46934.58994,4684.64288,514.34544
938,65301.76948,174.132,-3.853,45519.91845,46821.62484,4680.78798,514.22694
939,65145.07039,174.087,-3.853,45411.27316,46708.70366,4676.93451,514.10868
940,64988.40716,174.043,-3.853,45302.63499,46595.82554,4673.08178,513.99069
941,64831.77972,173.999,-3.853,45194.00470,46482.98962,4669.22923,513.87301
942,64675.18797,173.955,-3.854,45085.38303,46370.19506,4665.37638,513.75565
943,64518.63180,173.911,-3.855,44976.77065,46257.44105,4661.52284,513.63867
944,64362.11110,173.867,-3.856,44868.16822,46144.72680,4657.66828,513.52208
945,64205.62575,173.824,-3.857,44759.57634,46032.05156,4653.81245,513.40591
946,64049.17561,173.780,-3.859,44650.99558,45919.41460,4649.95515,513.29018
947,63892.76055,173.737,-3.861,44542.42645,45806.81522,4646.09622,513.17492
948,63736.38042,173.694,-3.862,44433.86945,45694.25274,4642.23555,513.06015
949,63580.03509,173.652,-3.864,44325.32504,45581.72651,4638.37307,512.94586
950,63423.72440,173.609,-3.866,44216.79365,45469.23593,4634.50873,512.83207
951,63267.44820,173.567,-3.868,44108.27568,45356.78037,4630.64252,512.71878
952,63111.20634,173.524,-3.870,43999.77150,45244.35928,4626.77442,512.60600
953,62954.99868,173.482,-3.872,43891.28149,45131.97208,4622.90447,512.49371
954,62798.82506,173.440,-3.874,43782.80596,45019.61825,4619.03271,512.38193
955,62642.68533,173.399,-3.875,43674.34527,44907.29726,4615.15917,512.27064
956,62486.57936,173.357,-3.877,43565.89970,44795.00862,4611.28394,512.15982
957,62330.50699,173.315,-3.878,43457.46956,44682.75182,4607.40707,512.04948
958,62174.46810,173.274,-3.880,43349.05515,44570.52641,4603.52864,511.93959
959,62018.46255,173.233,-3.881,43240.65672,44458.33194,4599.64873,511.83014
960,61862.49021,173.192,-3.883,43132.27457,44346.16795,4595.76743,511.72112
961,61706.55096,173.151,-3.884,43023.90894,44234.03403,4591.88483,511.61251
962,61550.64468,173.110,-3.885,42915.56009,44121.92977,4588.00102,511.50428
963,61394.77127,173.070,-3.886,42807.22828,44009.85477,4584.11608,511.39642
964,61238.93061,173.029,-3.887,42698.91374,43897.80864,4580.23011,511.28891
965,61083.12492,172.989,-3.888,42590.61972,43785.79133,4576.34319,511.17416
966,60927.35473,172.949,-3.889,42482.34723,43673.80259,4572.45542,511.05766
967,60771.61998,172.909,-3.889,42374.09640,43561.84221,4568.56687,510.94136
968,60615.92061,172.869,-3.890,42265.86728,43449.91007,4564.67765,510.82528
969,60460.25655,172.829,-3.890,42157.65985,43338.00607,4560.78782,510.70943
970,60304.62771,172.789,-3.891,42049.47407,43226.13015,4556.89746,510.59382
971,60149.03405,172.750,-3.891,41941.30990,43114.28226,4553.00666,510.47842
972,59993.47549,172.710,-3.891,41833.16732,43002.46234,4549.11550,510.36321
973,59837.95200,172.671,-3.892,41725.04633,42890.67034,4545.22404,510.24816
974,59682.46352,172.631,-3.892,41616.94694,42778.90616,4541.33235,510.13325
975,59527.01004,172.592,-3.892,41508.86921,42667.16971,4537.44051,510.01845
976,59371.59151,172.553,-3.892,41400.81321,42555.46090,4533.54858,509.90372
977,59216.20794,172.514,-3.892,41292.77905,42443.77959,4529.65662,509.78905
978,59060.85930,172.475,-3.892,41184.76683,42332.12567,4525.76469,509.67439
979,58905.54561,172.436,-3.892,41076.77671,42220.49900,4521.87285,509.55975
980,58750.26686,172.397,-3.892,40968.80882,42108.89945,4517.98114,509.44509
981,58595.02307,172.358,-3.891,40860.86331,41997.32689,4514.08963,509.33039
982,58439.81425,172.320,-3.891,40752.94034,41885.78118,4510.19836,509.21566
983,58284.64041,172.281,-3.891,40645.04006,41774.26220,4506.30738,509.10086
984,58129.50158,172.242,-3.890,40537.16263,41662.76983,4502.41672,508.98600
985,57974.39778,172.204,-3.890,40429.30820,41551.30395,4498.52643,508.87106
986,57819.32904,172.165,-3.889,40321.47691,41439.86447,4494.63655,508.75604
987,57664.29538,172.127,-3.889,40213.66890,41328.45128,4490.74712,508.64093
988,57509.29683,172.089,-3.888,40105.88430,41217.06431,4486.85816,508.52573
989,57354.33343,172.051,-3.888,39998.12322,41105.70347,4482.96971,508.41042
990,57199.40520,172.012,-3.887,39890.38580,40994.36870,4479.08180,508.29501
991,57044.51219,171.974,-3.887,39782.67212,40883.05995,4475.19446,508.17948
992,56889.65442,171.936,-3.886,39674.98230,40771.77716,4471.30771,508.06384
993,56734.83194,171.898,-3.885,39567.31642,40660.52030,4467.42158,507.94808
994,56580.04477,171.860,-3.885,39459.67457,40549.28934,4463.53609,507.83220
995,56425.29296,171.822,-3.884,39352.05683,40438.08426,4459.65126,507.71619
996,56270.57656,171.785,-3.883,39244.46327,40326.90504,4455.76712,507.60005
997,56115.89559,171.747,-3.883,39136.89396,40215.75167,4451.88368,507.48377
998,55961.25011,171.709,-3.882,39029.34895,40104.62415,4448.00096,507.36736
999,55806.64015,171.671,-3.881,38921.82832,39993.52249,4444.11898,507.25081
1000,55652.06576,171.634,-3.880,38814.33210,39882.44670,4440.23774,507.13411
1001,55497.52698,171.596,-3.880,38706.86034,39771.39680,4436.35728,507.01726
1002,55343.02387,171.559,-3.879,38599.41310,39660.37280,4432.47748,506.90026
1003,55188.55646,171.521,-3.879,38491.99041,39549.37473,4428.59819,506.78311
1004,55034.12480,171.484,-3.878,38384.59230,39438.40261,4424.71932,506.66584
1005,54879.72890,171.446,-3.878,38277.21879,39327.45646,4420.84082,506.54848
1006,54725.36880,171.409,-3.878,38169.86991,39216.53630,4416.96268,506.43104
1007,54571.03332,171.372,-3.877,38062.55222,39105.62017,4413.08489,506.35034
1008,54416.73310,171.335,-3.877,37955.25884,38994.72959,4409.20746,506.23468
1009,54262.46800,171.298,-3.877,37847.98865,38883.86545,4405.33046,506.11943
1010,54108.23797,171.261,-3.876,37740.74091,38773.02838,4401.45392,506.00435
1011,53954.04302,171.224,-3.875,37633.51524,38662.21878,4397.57788,505.88927
1012,53799.88318,171.188,-3.875,37526.31149,38551.43683,4393.70239,505.77404
1013,53645.75854,171.151,-3.874,37419.12969,38440.68263,4389.82746,505.65856
1014,53491.66919,171.114,-3.874,37311.96998,38329.95617,4385.95312,505.54277
1015,53337.61524,171.078,-3.873,37204.83258,38219.25738,4382.07941,505.42660
1016,53183.59682,171.041,-3.872,37097.71778,38108.58617,4378.20634,505.31004
1017,53029.61405,171.005,-3.872,36990.62584,37997.94244,4374.33394,505.19306
1018,52875.66728,170.968,-3.871,36883.55837,37887.32514,4370.46222,505.07494
1019,52721.75768,170.932,-3.870,36776.52192,37776.72954,4366.59122,504.95303
1020,52567.88524,170.895,-3.870,36669.51637,37666.15572,4362.72094,504.83115
1021,52414.04986,170.859,-3.869,36562.54109,37555.60418,4358.85140,504.70957
1022,52260.25141,170.823,-3.868,36455.59514,37445.07564,4354.98262,504.58842
1023,52106.48973,170.786,-3.867,36348.67742,37334.57094,4351.11461,504.46779
1024,51952.76466,170.750,-3.866,36241.78680,37224.09097,4347.24741,504.34769
1025,51799.07605,170.714,-3.866,36134.92217,37113.63656,4343.38101,504.22810
1026,51645.42375,170.678,-3.865,36028.08254,37003.20851,4339.51544,504.10894
1027,51491.80766,170.642,-3.864,35921.26705,36892.80748,4335.65072,503.99016
1028,51338.22767,170.605,-3.863,35814.47495,36782.43407,4331.78685,503.87168
1029,51184.68374,170.569,-3.862,35707.70567,36672.08873,4327.92385,503.75341
1030,51031.17580,170.533,-3.861,35600.95875,36561.77185,4324.06174,503.63529
1031,50877.70383,170.497,-3.860,35494.23389,36451.48371,4320.20052,503.51724
1032,50724.26784,170.461,-3.859,35387.53086,36341.22449,4316.34021,503.39922
1033,50570.86782,170.425,-3.858,35280.84954,36230.99433,4312.48082,503.28118
1034,50417.50379,170.390,-3.858,35174.18989,36120.79330,4308.62235,503.16306
1035,50264.17579,170.354,-3.857,35067.55192,36010.62143,4304.76482,503.04486
1036,50110.88385,170.318,-3.856,34960.93567,35900.47872,4300.90822,502.92654
